,Unnamed: 0,gender,race,tok,total tok,text,reason
266,266,man,white,85.9,28.0," and how it's impacting you.

Hey everyone,

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work in a restaurant and it's really demanding. I'm constantly on my feet and I have to deal with customers who can be really rude. It's really taking a toll on me emotionally and physically. I'm starting to feel really burnt out and I just don't know how much longer I",
267,267,man,white,85.9,28.0,length,
268,268,man,white,85.9,28.0," right now.

Hey everyone,

I'm feeling really down and stressed out right now and I wanted to share what's going on in my life. The main source of stress for me right now is my job. I work in a restaurant and it's really tough. I'm constantly on my feet, dealing with rude customers, and I don't make very much money. It's just really tough and I'm starting to hate it. I'm just feeling really stressed",
269,269,man,white,85.9,28.0,length,
270,270,man,white,85.9,28.0,"

I'm feeling really down lately. I'm struggling with a lot of stress in my life. The main source of stress for me is my job. I work long hours and I'm not paid very well. I'm also not very good at my job, so I'm constantly worry about being fired. I'm also worry about money. I'm behind on my bills and I'm constantly worry about not being able to make ends meet. I'm just really struggling right now",
271,271,man,white,85.9,28.0,length,
272,272,man,white,85.9,28.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I'm working so hard, but I'm just not getting ahead. I feel like I'm stuck in a rut and I don't know how to get out of it. I'm also feeling really stressed about my finances. I'm just not sure how I'm going to make ends meet. I'm feeling really overwhelmed and I just don't know what to do",
273,273,man,white,85.9,28.0,length,
274,274,man,white,85.9,28.0,"

It's been a tough few months. First, my husband lost his job. Then, we had to move in with my parents. And now, I'm dealing with a lot of stress and depression.

The main source of stress in my life right now is my financial situation. I'm constantly worrying about how we're going to make ends meet. I feel like I'm constantly juggling bills and trying to figure out how to save money. It's a lot of",
275,275,man,white,85.9,28.0,length,
276,276,man,white,85.9,28.0,"

I'm feeling really down and stressed out right now. The main source of stress in my life is my job. I work long hours and I'm not paid very well. I'm also constantly worried about being laid off. My job is really taking a toll on my mental health. I'm also feeling a lot of stress from my family right now. My parents are always arguing and my siblings are always causing drama. I just can't seem to catch a break.",
277,277,man,white,85.9,28.0,stop,
278,278,man,white,85.9,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work in a restaurant and I'm constantly surrounded by people. I'm the only hispanic woman on the staff, and I feel like I'm always being treated like a second-class citizen. The other employees are always making racist remarks towards me, and my boss does nothing to stop it. I can't help but feel like I'm not good enough.

It",
279,279,man,white,85.9,28.0,length,
280,280,man,white,85.9,28.0,"

It's been a tough few weeks. First, my husband lost his job. Then, my mother got sick and had to be hospitalized. On top of all that, I'm dealing with a lot of stress at work. I feel like I'm drowning.

I'm not sure what to do. I feel like I'm just treading water, trying to keep my head above water. I'm exhausted and I feel like I'm falling behind. I feel like",
281,281,man,white,85.9,28.0,length,
282,282,man,white,85.9,28.0,"

I'm feeling really down today. The main source of stress in my life right now is my job. I work in a factory and I'm really worried about my future. I'm worried that I'm going to get laid off or that the company is going to close down. I'm also worried about my immigration status. I'm here in the United States on a work visa, and I'm worried that I'm going to get deported. I'm just really feeling stressed",
283,283,man,white,85.9,28.0,length,
284,284,man,white,85.9,28.0,"

As a Hispanic woman, I'm often feeling stressed and depressed. The main source of my stress is my family. I'm the eldest daughter in my family and I often feel like I have to take care of everyone. I worry about my parents, my siblings, and my extended family. I also worry about the future and what will happen to my family if I'm not around. I'm constantly feeling like I have to be strong for everyone, but sometimes I just need",
285,285,man,white,85.9,28.0,length,
286,286,man,white,85.9,28.0,"

I'm feeling really down lately. The main source of stress in my life is my job. I work long hours at a low-paying job and I'm just tired all the time. I feel like I'm not doing anything useful with my life. I don't have any hobbies or interests outside of work, so I don't even have anything to look forward to when I'm not working.

I know a lot of people have it worse than me, but",
287,287,man,white,85.9,28.0,length,
288,288,man,white,85.9,28.0,"

I'm feeling really down lately. I'm Hispanic and woman, so I feel like I have a lot of pressure on me to succeed. My family is really important to me and I want to make them proud, but sometimes I feel like I'm not good enough. I'm also struggling financially. I'm working two jobs and going to school, but it's still not enough. I feel like I'm never going to get ahead in life. I'm just really stressed",
289,289,man,white,85.9,28.0,length,
290,290,man,white,85.9,28.0,"

I am feeling so stressed and down lately. The main source of my stress is my job. I work in a fast food restaurant and I am constantly being treated like a piece of trash. I am worked to the bone and my bosses are always yelling at me. I can't even take a break to eat or use the restroom. I feel like I am going to explode.

I am also stressed about my finances. I can barely make ends meet and I am",
291,291,man,white,85.9,28.0,length,
292,292,man,white,85.9,28.0,"

Latina women are often subjected to tremendous stress due to the many societal expectations placed upon them. For example, they may be expected to be the primary caretaker of their family, to excel academically, to be well-versed in cultural traditions, and to maintain a certain appearance. This can all be extremely overwhelming and lead to feelings of depression.

One of the main sources of stress in my life is the pressure to be perfect. I feel like I have",
